node_id,type,text,level,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
ESI_2A,Section,"Registration of factories and establishments. 
CHAPTER II 
CORPORATION, STANDING COMMITTEE AND MEDICAL BENEFIT COUNCIL",h2,2A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 2A,,,,
ESI_3,Section,Establishment of Employees’ State Insurance Corporation.,h2,3,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 3,,,,
ESI_4,Section,Constitution of Corporation.,h2,4,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 4,,,,
ESI_5,Section,Term of office of members of the Corporation.,h2,5,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 5,,,,
ESI_6,Section,Eligibility for re-appointment or re-election.,h2,6,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 6,,,,
ESI_7,Section,"Authentication of orders, decisions, etc.",h2,7,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 7,,,,
ESI_8,Section,Constitution of Standing Committee.,h2,8,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 8,,,,
ESI_9,Section,Term of office of members of Standing Committee.,h2,9,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 9,,,,
ESI_10,Section,Medical Benefit Council.,h2,10,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 10,,,,
ESI_11,Section,Resignation of membership.,h2,11,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 11,,,,
ESI_12,Section,Cessation of membership.,h2,12,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 12,,,,
ESI_13,Section,Disqualification.,h2,13,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 13,,,,
ESI_14,Section,Filling of vacancies.,h2,14,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 14,,,,
ESI_15,Section,Fees and allowances.,h2,15,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 15,,,,
ESI_16,Section,Appointment of a Director General and a Financial Commissioner.,h2,16,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 16,,,,
ESI_17,Section,Staff.,h2,17,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 17,,,,
ESI_18,Section,Powers of the Standing Committee.,h2,18,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 18,,,,
ESI_19,Section,"Corporation’s power to promote measures for health, etc., of insured persons.",h2,19,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 19,,,,
ESI_20,Section,"Meetings of Corporation, Standing Committee and Medical Benefit Council.",h2,20,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 20,,,,
ESI_21,Section,Supersession of the Corporation and Standing Committee.,h2,21,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 21,,,,
ESI_22,Section,Duties of Medical Benefit Council.,h2,22,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 22,,,,
ESI_23,Section,Duties of Director General and the Financial Commissioner.,h2,23,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 23,,,,
ESI_24,Section,"Acts of Corporation, etc., not invalid by reason of defect in constitution, etc.",h2,24,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 24,,,,
ESI_25,Section,"Regional Boards, Local Committees, Regional and Local Medical Benefit Councils. 
CHAPTER III 
FINANCE AND AUDIT",h2,25,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 25,,,,
ESI_26,Section,Employees’ State Insurance Fund.,h2,26,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 26,,,,
ESI_27,Section,[Omitted.].,h2,27,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 27,,,,
ESI_28,Section,Purposes for which the Fund may be expended.,h2,28,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 28,,,,
ESI_28A,Section,Administrative expenses.,h2,28A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 28A,,,,
ESI_29,Section,"Holding of property, etc.",h2,29,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 29,,,,
ESI_30,Section,Vesting of the property in the Corporation.,h2,30,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 30,,,,
ESI_31,Section,[Omitted.].,h2,31,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 31,,,,
ESI_32,Section,"Budget estimates. 
 
2 
 
SECTIONS",h2,32,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 32,,,,
ESI_33,Section,Accounts.,h2,33,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 33,,,,
ESI_34,Section,Audit.,h2,34,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 34,,,,
ESI_35,Section,Annual report.,h2,35,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 35,,,,
ESI_36,Section,"Budget, audited accounts and the annual report to be placed before Parliament.",h2,36,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 36,,,,
ESI_37,Section,"Valuation of assets and liabilities. 
CHAPTER IV 
CONTRIBUTIONS",h2,37,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 37,,,,
ESI_38,Section,All employees to be insured.,h2,38,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 38,,,,
ESI_39,Section,Contributions.,h2,39,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 39,,,,
ESI_40,Section,Principal employer to pay contributions in the first instance.,h2,40,ESI,Principal employer to pay contributions,,,,
ESI_41,Section,Recovery of contribution from immediate employer.,h2,41,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 41,,,,
ESI_42,Section,General provisions as to payment of contribution.,h2,42,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 42,,,,
ESI_43,Section,Method of payment of contributions.,h2,43,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 43,,,,
ESI_44,Section,Employers to furnish returns and maintain registers in certain cases.,h2,44,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 44,,,,
ESI_45,Section,"Social Security Officers, their functions and duties.",h2,45,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45,,,,
ESI_45A,Section,"Determination of contributions in certain cases. 
45AA. Appellate authority.",h2,45A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45A,,,,
ESI_45B,Section,Recovery of contributions.,h2,45B,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45B,,,,
ESI_45C,Section,"Issue of certificate to the Recovery Officer. 
45D.Recovery officer to whom certificate is to be forwarded.",h2,45C,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45C,,,,
ESI_45E,Section,Validity of certificate and amendment thereof.,h2,45E,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45E,,,,
ESI_45F,Section,Stay of proceedings under certificate and amendment or withdrawal thereof.,h2,45F,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45F,,,,
ESI_45G,Section,Other modes of recovery.,h2,45G,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45G,,,,
ESI_45H,Section,"Application of certain provisions of the Income-tax Act. 
45-I. Definitions. 
CHAPTER V 
BENEFITS",h2,45H,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 45H,,,,
ESI_46,Section,Benefits.,h2,46,ESI,"Benefits — sickness, maternity, disablement, dependants",,,,
ESI_47,Section,[Omitted.].,h2,47,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 47,,,,
ESI_48,Section,[Omitted.].,h2,48,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 48,,,,
ESI_49,Section,Sickness benefit,h2,49,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 49,,,,
ESI_50,Section,Maternity benefit.,h2,50,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 50,,,,
ESI_51,Section,Disablement benefit.,h2,51,ESI,Employer not to dismiss or punish employee during sickness,,,,
compensation,Concept,,,,,,,,,
ESI_51A,Section,Presumption as to accident arising in course of employment.,h2,51A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 51A,,,,
ESI_51B,Section,"Accidents happening while acting in breach of regulations, etc.",h2,51B,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 51B,,,,
ESI_51C,Section,Accidents happening while travelling in employer’s transport.,h2,51C,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 51C,,,,
ESI_51D,Section,Accidents happening while meeting emergency.,h2,51D,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 51D,,,,
ESI_51E,Section,Accidents happening while commuting to the place of work and vice versa.,h2,51E,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 51E,,,,
ESI_52,Section,Dependant’s benefit.,h2,52,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 52,,,,
ESI_52A,Section,Occupational disease.,h2,52A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 52A,,,,
ESI_53,Section,Bar against receiving or recovery of compensation or damages under any other law.,h2,53,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 53,,,,
ESI_54,Section,"Determination of question of disablement. 
 
 
 
3 
 
SECTIONS",h2,54,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 54,,,,
ESI_54A,Section,"References to medical boards and appeals to medical appeal tribunals and Employees’ Insurance 
Courts.",h2,54A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 54A,,,,
ESI_55,Section,Review of decisions by medical board or medical appeal tribunal.,h2,55,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 55,,,,
ESI_55A,Section,Review of dependant’s benefit.,h2,55A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 55A,,,,
ESI_56,Section,Medical benefit.,h2,56,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 56,,,,
ESI_57,Section,Scale of medical benefit;,h2,57,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 57,,,,
ESI_58,Section,Provision of medical treatment by State Government.,h2,58,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 58,,,,
ESI_59,Section,"Establishment and maintenance of hospitals, etc., by Corporation.",h2,59,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 59,,,,
ESI_59A,Section,Provision of medical benefit by the Corporation in lieu of State Government.,h2,59A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 59A,,,,
ESI_59B,Section,"Medical and para-medical education. 
General",h2,59B,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 59B,,,,
ESI_60,Section,Benefit not assignable or attachable.,h2,60,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 60,,,,
ESI_61,Section,Bar of benefits under other enactments.,h2,61,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 61,,,,
ESI_62,Section,Persons not to commute cash benefits.,h2,62,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 62,,,,
ESI_63,Section,Persons not entitled to receive benefit in certain cases.,h2,63,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 63,,,,
ESI_64,Section,Recipients of sickness or disablement benefit to observe conditions.,h2,64,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 64,,,,
ESI_65,Section,Benefits not to be combined.,h2,65,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 65,,,,
ESI_66,Section,[Omitted.].,h2,66,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 66,,,,
ESI_67,Section,[Omitted.].,h2,67,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 67,,,,
ESI_68,Section,"Corporation’s rights where a principal employer fails or neglects to pay any                 
contribution.",h2,68,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 68,,,,
ESI_69,Section,"Liability of owner or occupier of factories, etc., for excessive sickness benefit.",h2,69,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 69,,,,
ESI_70,Section,Repayment of benefit improperly received.,h2,70,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 70,,,,
ESI_71,Section,Benefit payable up to and including day of death.,h2,71,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 71,,,,
ESI_72,Section,"Employer not to reduce wages, etc.",h2,72,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 72,,,,
ESI_73,Section,"Employer not to dismiss or punish employee during period of sickness, etc. 
CHAPTER VA 
SCHEME FOR OTHER BENEFICIARIES",h2,73,ESI,Employer not to dismiss during ESI benefit period,,,,
ESI_73A,Section,Definitions.,h2,73A,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 73A,,,,
ESI_73B,Section,Power to frame Schemes.,h2,73B,ESI,Auto-extracted: Employees State Insurance Act 1948 Section 73B,,,,
