node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Legislative Changes in Income-tax Act Considered,LegalProvision,Legislative Changes in Income-tax Act Considered,PC_Criminal,pc,Legislative Changes in Income-tax Act Considered,,,,,,,,
PC::Tenancy Created by Rent Deed,CaseFact,Tenancy Created by Rent Deed,PC_Criminal,pc,Tenancy Created by Rent Deed,,,,,,,,
PC::Appellants Fell into Arrears of Rent,CaseFact,Appellants Fell into Arrears of Rent,PC_Criminal,pc,Appellants Fell into Arrears of Rent,,,,,,,,
PC::Application for Eviction Filed by Respondents,CaseFact,Application for Eviction Filed by Respondents,PC_Criminal,pc,Application for Eviction Filed by Respondents,,,,,,,,
PC::Previous Eviction Applications Dismissed,CaseFact,Previous Eviction Applications Dismissed,PC_Criminal,pc,Previous Eviction Applications Dismissed,,,,,,,,
PC::Judicial Commissioner Interfered with Lower Court Decision,CaseFact,Judicial Commissioner Interfered with Lower Court Decision,PC_Criminal,pc,Judicial Commissioner Interfered with Lower Court Decision,,,,,,,,
PC::Article 227 of the Constitution of India,LegalProvision,Article 227 of the Constitution of India,PC_Criminal,pc,Article 227 of the Constitution of India,,,,,,,,
PC::Disqualification for Election Considered,CaseFact,Disqualification for Election Considered,PC_Criminal,pc,Disqualification for Election Considered,,,,,,,,
PC::Contracts with Chief Commissioner Treated as Central Government Contracts,CaseFact,Contracts with Chief Commissioner Treated as Central Government Contracts,PC_Criminal,pc,Contracts with Chief Commissioner Treated as Central Government Contracts,,,,,,,,
PC::No Contracts Proved to be Subsisting,CaseFact,No Contracts Proved to be Subsisting,PC_Criminal,pc,No Contracts Proved to be Subsisting,,,,,,,,
PC::Appointment of Government Servants as Polling Agents Challenged,CaseFact,Appointment of Government Servants as Polling Agents Challenged,PC_Criminal,pc,Appointment of Government Servants as Polling Agents Challenged,,,,,,,,
PC::Duties of Polling Agents Analyzed,CaseFact,Duties of Polling Agents Analyzed,PC_Criminal,pc,Duties of Polling Agents Analyzed,,,,,,,,
PC::Section 17 of Act No. XLIX of 1951,LegalProvision,Section 17 of Act No. XLIX of 1951,PC_Criminal,pc,Section 17 of Act No. XLIX of 1951,,,,,,,,
PC::Section 7(d) of Act No. XLIII of 1951,LegalProvision,Section 7(d) of Act No. XLIII of 1951,PC_Criminal,pc,Section 7(d) of Act No. XLIII of 1951,,,,,,,,
PC::Section 123(8) of Act No. XLIII of 1951,LegalProvision,Section 123(8) of Act No. XLIII of 1951,PC_Criminal,pc,Section 123(8) of Act No. XLIII of 1951,,,,,,,,
PC::Sentence Enhanced from Life to Death,CaseFact,Sentence Enhanced from Life to Death,PC_Criminal,pc,Sentence Enhanced from Life to Death,,,,,,,,
PC::High Court Competent to Enhance Sentence,CaseFact,High Court Competent to Enhance Sentence,PC_Criminal,pc,High Court Competent to Enhance Sentence,,,,,,,,
PC::Delay in Disposal of Appeal Application,CaseFact,Delay in Disposal of Appeal Application,PC_Criminal,pc,Delay in Disposal of Appeal Application,,,,,,,,
PC::Income Received in British India Questioned,CaseFact,Income Received in British India Questioned,PC_Criminal,pc,Income Received in British India Questioned,,,,,,,,
PC::Similar Facts to Previous Case Identified,CaseFact,Similar Facts to Previous Case Identified,PC_Criminal,pc,Similar Facts to Previous Case Identified,,,,,,,,
PC::Differences in Cheque Handling Noted,CaseFact,Differences in Cheque Handling Noted,PC_Criminal,pc,Differences in Cheque Handling Noted,,,,,,,,
PC::Section 4(1) of the Income-tax Act,LegalProvision,Section 4(1) of the Income-tax Act,PC_Criminal,pc,Section 4(1) of the Income-tax Act,,,,,,,,
PC::Appeal for Perjury Complaint Filed,CaseFact,Appeal for Perjury Complaint Filed,PC_Criminal,pc,Appeal for Perjury Complaint Filed,,,,,,,,
PC::Right of Appeal Established,CaseFact,Right of Appeal Established,PC_Criminal,pc,Right of Appeal Established,,,,,,,,
PC::Detention Claims by Petitioners,CaseFact,Detention Claims by Petitioners,PC_Criminal,pc,Detention Claims by Petitioners,,,,,,,,
PC::High Court Found Petitioners Truthful,CaseFact,High Court Found Petitioners Truthful,PC_Criminal,pc,High Court Found Petitioners Truthful,,,,,,,,
PC::Applications for Prosecution Granted,CaseFact,Applications for Prosecution Granted,PC_Criminal,pc,Applications for Prosecution Granted,,,,,,,,
PC::Petitions Dismissed as Infructuous,CaseFact,Petitions Dismissed as Infructuous,PC_Criminal,pc,Petitions Dismissed as Infructuous,,,,,,,,
PC::Section 476B of the Criminal Procedure Code,LegalProvision,Section 476B of the Criminal Procedure Code,PC_Criminal,pc,Section 476B of the Criminal Procedure Code,,,,,,,,
PC::Section 195(3) of the Criminal Procedure Code,LegalProvision,Section 195(3) of the Criminal Procedure Code,PC_Criminal,pc,Section 195(3) of the Criminal Procedure Code,,,,,,,,
PC::Article 132 of the Constitution of India,LegalProvision,Article 132 of the Constitution of India,PC_Criminal,pc,Article 132 of the Constitution of India,,,,,,,,
PC::Criminal Proceedings Given Precedence Over Civil Suits,CaseFact,Criminal Proceedings Given Precedence Over Civil Suits,PC_Criminal,pc,Criminal Proceedings Given Precedence Over Civil Suits,,,,,,,,
PC::Election Petition Challenged,CaseFact,Election Petition Challenged,PC_Criminal,pc,Election Petition Challenged,,,,,,,,
PC::Non-joinder of Candidate Found Not Fatal,CaseFact,Non-joinder of Candidate Found Not Fatal,PC_Criminal,pc,Non-joinder of Candidate Found Not Fatal,,,,,,,,
PC::Election Tribunal Lacked General Jurisdiction,CaseFact,Election Tribunal Lacked General Jurisdiction,PC_Criminal,pc,Election Tribunal Lacked General Jurisdiction,,,,,,,,
PC::Strict Compliance with Election Law Required,CaseFact,Strict Compliance with Election Law Required,PC_Criminal,pc,Strict Compliance with Election Law Required,,,,,,,,
PC::Natural Justice Principles Considered,CaseFact,Natural Justice Principles Considered,PC_Criminal,pc,Natural Justice Principles Considered,,,,,,,,
PC::Property Dispute Over Reversionary Rights,CaseFact,Property Dispute Over Reversionary Rights,PC_Criminal,pc,Property Dispute Over Reversionary Rights,,,,,,,,
PC::Security Bond Executed by Hindu Female Heir,CaseFact,Security Bond Executed by Hindu Female Heir,PC_Criminal,pc,Security Bond Executed by Hindu Female Heir,,,,,,,,
PC::No Legal Necessity for Security Bond Established,CaseFact,No Legal Necessity for Security Bond Established,PC_Criminal,pc,No Legal Necessity for Security Bond Established,,,,,,,,
PC::High Court Criticized Receiver and Subordinate Judge,CaseFact,High Court Criticized Receiver and Subordinate Judge,PC_Criminal,pc,High Court Criticized Receiver and Subordinate Judge,,,,,,,,
PC::Receiver Borrowed Money for Personal Benefit,CaseFact,Receiver Borrowed Money for Personal Benefit,PC_Criminal,pc,Receiver Borrowed Money for Personal Benefit,,,,,,,,
PC::Compromise Agreement Made in Previous Suit,CaseFact,Compromise Agreement Made in Previous Suit,PC_Criminal,pc,Compromise Agreement Made in Previous Suit,,,,,,,,
PC::Minor Heirs Involved in Property Management,CaseFact,Minor Heirs Involved in Property Management,PC_Criminal,pc,Minor Heirs Involved in Property Management,,,,,,,,
PC::License Conditions Imposed by Government,CaseFact,License Conditions Imposed by Government,PC_Criminal,pc,License Conditions Imposed by Government,,,,,,,,
PC::Conditions Found to Violate Business Rights,CaseFact,Conditions Found to Violate Business Rights,PC_Criminal,pc,Conditions Found to Violate Business Rights,,,,,,,,
PC::Appeal Allowed Against License Conditions,CaseFact,Appeal Allowed Against License Conditions,PC_Criminal,pc,Appeal Allowed Against License Conditions,,,,,,,,
PC::Election Disqualification Due to Polling Agent Appointment,CaseFact,Election Disqualification Due to Polling Agent Appointment,PC_Criminal,pc,Election Disqualification Due to Polling Agent Appointment,,,,,,,,
PC::Contract with Government Found Disqualifying,LegalProvision,Contract with Government Found Disqualifying,PC_Criminal,pc,Contract with Government Found Disqualifying,,,,,,,,
PC::Section 123(8) of Act 43 of 1951,LegalProvision,Section 123(8) of Act 43 of 1951,PC_Criminal,pc,Section 123(8) of Act 43 of 1951,,,,,,,,
PC::Section 17 of Act 49 of 1951,LegalProvision,Section 17 of Act 49 of 1951,PC_Criminal,pc,Section 17 of Act 49 of 1951,,,,,,,,
PC::Appellant Induced Complainant to Part with Goods,CaseFact,Appellant Induced Complainant to Part with Goods,PC_Criminal,pc,Appellant Induced Complainant to Part with Goods,,,,,,,,
PC::No Intention to Pay Established,CaseFact,No Intention to Pay Established,PC_Criminal,pc,No Intention to Pay Established,,,,,,,,
PC::Section 420 of the Indian Penal Code,LegalProvision,Section 420 of the Indian Penal Code,PC_Criminal,pc,Section 420 of the Indian Penal Code,,,,,,,,
PC::Market Conditions Considered in Judgment,CaseFact,Market Conditions Considered in Judgment,PC_Criminal,pc,Market Conditions Considered in Judgment,,,,,,,,
PC::Plaintiff Sought Retirement,CaseFact,Plaintiff Sought Retirement,PC_Criminal,pc,Plaintiff Sought Retirement,,,,,,,,
PC::Plaintiff Granted Leave Preparatory to Retirement,CaseFact,Plaintiff Granted Leave Preparatory to Retirement,PC_Criminal,pc,Plaintiff Granted Leave Preparatory to Retirement,,,,,,,,
PC::Government Communication Declared Retirement Valid,CaseFact,Government Communication Declared Retirement Valid,PC_Criminal,pc,Government Communication Declared Retirement Valid,,,,,,,,
PC::Trial Court Dismissed Plaintiff's Suit,CaseFact,Trial Court Dismissed Plaintiff's Suit,PC_Criminal,pc,Trial Court Dismissed Plaintiff's Suit,,,,,,,,
PC::Plaintiff Attempted to Resume Duties After Retirement,CaseFact,Plaintiff Attempted to Resume Duties After Retirement,PC_Criminal,pc,Plaintiff Attempted to Resume Duties After Retirement,,,,,,,,
PC::Rule 56 b i of Chapter IX of the Fundamental Rules,LegalProvision,Rule 56 b i of Chapter IX of the Fundamental Rules,PC_Criminal,pc,Rule 56 b i of Chapter IX of the Fundamental Rules,,,,,,,,
"PC::Section 240(3) of the Government of India Act, 1935",LegalProvision,"Section 240(3) of the Government of India Act, 1935",PC_Criminal,pc,"Section 240(3) of the Government of India Act, 1935",,,,,,,,
PC::Jurisdiction of Bar Council Tribunal Challenged,CaseFact,Jurisdiction of Bar Council Tribunal Challenged,PC_Criminal,pc,Jurisdiction of Bar Council Tribunal Challenged,,,,,,,,
PC::Oral Order Validated by Court,LegalProvision,Oral Order Validated by Court,PC_Criminal,pc,Oral Order Validated by Court,,,,,,,,
PC::High Court Can Refer Matter of Its Own Motion,CaseFact,High Court Can Refer Matter of Its Own Motion,PC_Criminal,pc,High Court Can Refer Matter of Its Own Motion,,,,,,,,
PC::Section 10(2) of the Bar Councils Act,LegalProvision,Section 10(2) of the Bar Councils Act,PC_Criminal,pc,Section 10(2) of the Bar Councils Act,,,,,,,,
PC::Section 11(2) of the Bar Councils Act,LegalProvision,Section 11(2) of the Bar Councils Act,PC_Criminal,pc,Section 11(2) of the Bar Councils Act,,,,,,,,
PC::Breach of Fundamental Right Alleged,CaseFact,Breach of Fundamental Right Alleged,PC_Criminal,pc,Breach of Fundamental Right Alleged,,,,,,,,
PC::Validity of Tribunal Appointment Challenged,CaseFact,Validity of Tribunal Appointment Challenged,PC_Criminal,pc,Validity of Tribunal Appointment Challenged,,,,,,,,
PC::Section 11(1) of the Bar Councils Act,LegalProvision,Section 11(1) of the Bar Councils Act,PC_Criminal,pc,Section 11(1) of the Bar Councils Act,,,,,,,,
PC::High Court Found Assessment Order Unsatisfactory,LegalProvision,High Court Found Assessment Order Unsatisfactory,PC_Criminal,pc,High Court Found Assessment Order Unsatisfactory,,,,,,,,
PC::High Court Directed Tribunal to Reconsider Case,CaseFact,High Court Directed Tribunal to Reconsider Case,PC_Criminal,pc,High Court Directed Tribunal to Reconsider Case,,,,,,,,
PC::High Court Criticized Directions Given to Tribunal,CaseFact,High Court Criticized Directions Given to Tribunal,PC_Criminal,pc,High Court Criticized Directions Given to Tribunal,,,,,,,,
PC::High Court Ruled on Jurisdiction of Sale Contracts,LegalProvision,High Court Ruled on Jurisdiction of Sale Contracts,PC_Criminal,pc,High Court Ruled on Jurisdiction of Sale Contracts,,,,,,,,
PC::High Court Found Need for Written Acceptance in Sales,CaseFact,High Court Found Need for Written Acceptance in Sales,PC_Criminal,pc,High Court Found Need for Written Acceptance in Sales,,,,,,,,
PC::Conviction of Appellants for Bribery,CaseFact,Conviction of Appellants for Bribery,PC_Criminal,pc,Conviction of Appellants for Bribery,,,,,,,,
PC::Denial of Fair Trial Established,CaseFact,Denial of Fair Trial Established,PC_Criminal,pc,Denial of Fair Trial Established,,,,,,,,
PC::Witnesses Not Examined Due to Procedural Irregularity,CaseFact,Witnesses Not Examined Due to Procedural Irregularity,PC_Criminal,pc,Witnesses Not Examined Due to Procedural Irregularity,,,,,,,,
PC::Section 257 of the Criminal Procedure Code,LegalProvision,Section 257 of the Criminal Procedure Code,PC_Criminal,pc,Section 257 of the Criminal Procedure Code,,,,,,,,
PC::Section 197 of the Criminal Procedure Code,LegalProvision,Section 197 of the Criminal Procedure Code,PC_Criminal,pc,Section 197 of the Criminal Procedure Code,,,,,,,,
PC::Appellant Convicted for Murder,CaseFact,Appellant Convicted for Murder,PC_Criminal,pc,Appellant Convicted for Murder,,,,,,,,
PC::Charge of Rioting Not Proved,CaseFact,Charge of Rioting Not Proved,PC_Criminal,pc,Charge of Rioting Not Proved,,,,,,,,
PC::Absence of Charge for Murder Raised Legal Question,CaseFact,Absence of Charge for Murder Raised Legal Question,PC_Criminal,pc,Absence of Charge for Murder Raised Legal Question,,,,,,,,
PC::Section 233 of the Code of Criminal Procedure,LegalProvision,Section 233 of the Code of Criminal Procedure,PC_Criminal,pc,Section 233 of the Code of Criminal Procedure,,,,,,,,
PC::Prosecution Failed to Prove Charge Under Section 149,LegalProvision,Prosecution Failed to Prove Charge Under Section 149,PC_Criminal,pc,Prosecution Failed to Prove Charge Under Section 149,,,,,,,,
PC::Section 149 of the Indian Penal Code,LegalProvision,Section 149 of the Indian Penal Code,PC_Criminal,pc,Section 149 of the Indian Penal Code,,,,,,,,
PC::Appellants Furnished Required Security,CaseFact,Appellants Furnished Required Security,PC_Criminal,pc,Appellants Furnished Required Security,,,,,,,,
PC::Delay in Prosecution of Appeal,CaseFact,Delay in Prosecution of Appeal,PC_Criminal,pc,Delay in Prosecution of Appeal,,,,,,,,
PC::Application for Final Admission of Appeal Filed,CaseFact,Application for Final Admission of Appeal Filed,PC_Criminal,pc,Application for Final Admission of Appeal Filed,,,,,,,,
"PC::Order XIII, rule 13 of the Supreme Court Rules",LegalProvision,"Order XIII, rule 13 of the Supreme Court Rules",PC_Criminal,pc,"Order XIII, rule 13 of the Supreme Court Rules",,,,,,,,
"PC::Order XLV, rule 8 of the Civil Procedure Code",LegalProvision,"Order XLV, rule 8 of the Civil Procedure Code",PC_Criminal,pc,"Order XLV, rule 8 of the Civil Procedure Code",,,,,,,,
PC::Plaintiff Claimed Unauthorized Sales Tax Assessment,CaseFact,Plaintiff Claimed Unauthorized Sales Tax Assessment,PC_Criminal,pc,Plaintiff Claimed Unauthorized Sales Tax Assessment,,,,,,,,
PC::Plaintiff Resided Outside Madras State,CaseFact,Plaintiff Resided Outside Madras State,PC_Criminal,pc,Plaintiff Resided Outside Madras State,,,,,,,,
PC::Contracts of Sale Entered into in Fort Cochin,CaseFact,Contracts of Sale Entered into in Fort Cochin,PC_Criminal,pc,Contracts of Sale Entered into in Fort Cochin,,,,,,,,
PC::Plaintiff Found to be Dealer Under Sales Tax Act,LegalProvision,Plaintiff Found to be Dealer Under Sales Tax Act,PC_Criminal,pc,Plaintiff Found to be Dealer Under Sales Tax Act,,,,,,,,
PC::Petitioner Detained Under Preventive Detention Act,LegalProvision,Petitioner Detained Under Preventive Detention Act,PC_Criminal,pc,Petitioner Detained Under Preventive Detention Act,,,,,,,,
PC::Petitioner Seeks Writ of Habeas Corpus,CaseFact,Petitioner Seeks Writ of Habeas Corpus,PC_Criminal,pc,Petitioner Seeks Writ of Habeas Corpus,,,,,,,,
PC::Article 32 of the Constitution of India,LegalProvision,Article 32 of the Constitution of India,PC_Criminal,pc,Article 32 of the Constitution of India,,,,,,,,
PC::Appellant Convicted of Murder,CaseFact,Appellant Convicted of Murder,PC_Criminal,pc,Appellant Convicted of Murder,,,,,,,,
PC::Common Intention to Kill Established,CaseFact,Common Intention to Kill Established,PC_Criminal,pc,Common Intention to Kill Established,,,,,,,,
PC::Injuries Sufficient to Cause Death,CaseFact,Injuries Sufficient to Cause Death,PC_Criminal,pc,Injuries Sufficient to Cause Death,,,,,,,,
PC::Doubt on Responsibility for Fatal Injuries,CaseFact,Doubt on Responsibility for Fatal Injuries,PC_Criminal,pc,Doubt on Responsibility for Fatal Injuries,,,,,,,,
PC::Sentence of Death Confirmed by High Court,CaseFact,Sentence of Death Confirmed by High Court,PC_Criminal,pc,Sentence of Death Confirmed by High Court,,,,,,,,
PC::Inder Singh Received Lesser Sentence,CaseFact,Inder Singh Received Lesser Sentence,PC_Criminal,pc,Inder Singh Received Lesser Sentence,,,,,,,,
PC::Section 34 of the IPC,LegalProvision,Section 34 of the IPC,PC_Criminal,pc,Section 34 of the IPC,,,,,,,,
