source,target,attributes
PC::Section 9 of the Indian Income-tax Act,HKG::FIN_A_2,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 9 of the Indian Income-tax Act,HKG::FIN_A_189,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 9 of the Indian Income-tax Act,HKG::BTC_348,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Breach of Contract Alleged,PC::Settlement Agreement Reached,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Settlement Agreement Reached,PC::Payment Schedule Established,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Settlement Agreement Reached,HKG::EC_RULES_75,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Settlement Agreement Reached,HKG::FIN_A_39,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Settlement Agreement Reached,HKG::FIN_A_40,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Performance of Contract Disputed,PC::Doctrine of Frustration Invoked,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Doctrine of Frustration Invoked,"PC::Section 32 of the Indian Contract Act, 1872","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Doctrine of Frustration Invoked,"PC::Section 56 of the Indian Contract Act, 1872","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Trial Court Found in Favor of Appellant,PC::High Court Reversed Trial Court Decision,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Trial Court Found in Favor of Appellant,PC::High Court Dismissed Appellant's Suit,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Trial Court Found in Favor of Appellant,PC::Section 50 of the D.P.S. Act,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::High Court Reversed Trial Court Decision,PC::Appellant Requested to Extend Stay for Practical Training,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::High Court Reversed Trial Court Decision,PC::Order 9 Rule 13 of CPC,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::High Court Reversed Trial Court Decision,PC::Section 9 of CPC,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::High Court Reversed Trial Court Decision,PC::Trial Court Relied on Circumstantial Evidence,"{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::High Court Reversed Trial Court Decision,PC::Insurer Relied on Exclusion Clause,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::High Court Reversed Trial Court Decision,HKG::LIM_133,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 32 of the Indian Contract Act, 1872",HKG::Indian Contract Act 1872,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 56 of the Indian Contract Act, 1872",HKG::Indian Contract Act 1872,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Interest Paid on Debentures Disputed,PC::Transaction Aimed to Facilitate Business,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Interest Paid on Debentures Disputed,HKG::COMP_MA_31,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Transaction Aimed to Facilitate Business,"PC::Section 12(2) of the Income-tax Act, 1922","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Transaction Aimed to Facilitate Business,HKG::BTC_347,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 12(2) of the Income-tax Act, 1922",HKG::SOC_REG_12C,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 12(2) of the Income-tax Act, 1922",HKG::FIN_A_2,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 12(2) of the Income-tax Act, 1922",HKG::FIN_A_189,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Petitioner Challenged Unlawful Detention,PC::Fresh Detention Order Issued,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Fresh Detention Order Issued,PC::Detention Period Fixed Until Expiry of Act,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Detention Period Fixed Until Expiry of Act,"PC::Section 3(1) of the Preventive Detention Act, 1950","{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Detention Period Fixed Until Expiry of Act,"PC::Section 9 of the Preventive Detention Act, 1950","{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Detention Period Fixed Until Expiry of Act,"PC::Section 11 of the Preventive Detention Act, 1950","{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
"PC::Section 9 of the Preventive Detention Act, 1950",HKG::BTC_348,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Section 11 of the Preventive Detention Act, 1950",HKG::FIN_A_160,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Petitioner Claims Fundamental Right to Property,PC::Madhya Pradesh Act I of 1951 Enacted,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Madhya Pradesh Act I of 1951 Enacted,HKG::FIN_A_8,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Petitioner Challenges Constitutionality of Act,PC::Madhya Pradesh Act I of 1951 Enacted,"{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Bill Passed Without Recorded Opposition,PC::Madhya Pradesh Act I of 1951 Enacted,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Compensation Amount Considered Nominal,PC::Petitioner Challenges Constitutionality of Act,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Compensation Amount Considered Nominal,HKG::compensation,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Compensation Amount Considered Nominal,HKG::LIM_73,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Plaintiff Claims Sole Saranjamdar Status,PC::Dispute Over Saranjam Estate Succession,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Plaintiff Claims Sole Saranjamdar Status,HKG::LIM_51,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Plaintiff Claims Sole Saranjamdar Status,HKG::LIM_61,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Plaintiff Claims Sole Saranjamdar Status,HKG::LIM_71,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Dispute Over Saranjam Estate Succession,PC::Previous Court Decisions Operate as Res Judicata,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Government Resolution on Saranjam Resumption Challenged,PC::Claim Against Government Considered as Claim Against Crown,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Government Resolution on Saranjam Resumption Challenged,HKG::LIM_112,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Government Resolution on Saranjam Resumption Challenged,HKG::CCS_ME_7,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Government Resolution on Saranjam Resumption Challenged,HKG::FIN_A_189,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Claim Against Government Considered as Claim Against Crown,PC::Reliefs Sought Relate to Lands Held as Saranjam,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Claim Against Government Considered as Claim Against Crown,HKG::LIM_112,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Claim Against Government Considered as Claim Against Crown,HKG::CCS_ME_7,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Claim Against Government Considered as Claim Against Crown,HKG::FIN_A_189,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Reliefs Sought Relate to Lands Held as Saranjam,"PC::Section 4(a) of the Bombay Revenue Jurisdiction Act, 1876","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
"PC::Section 4(a) of the Bombay Revenue Jurisdiction Act, 1876",HKG::IEA_41,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Firm Entitled to Commission,PC::Income Tax Officer Treated Amount as Taxable,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Firm Entitled to Commission,HKG::PSI_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Income from Indian States Included in Profit,PC::Exemption Claim for Commission Disputed,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Income from Indian States Included in Profit,PC::Section 5 of the Income-tax Act,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Income from Indian States Included in Profit,HKG::FIN_A_45,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Exemption Claim for Commission Disputed,HKG::LWF_22,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Exemption Claim for Commission Disputed,HKG::SEEDS_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Exemption Claim for Commission Disputed,HKG::PSI_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Managing Agency Agreement Considered,PC::Section 4 of the Income-tax Act,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Managing Agency Agreement Considered,HKG::EC_RULES_75,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Managing Agency Agreement Considered,HKG::FIN_A_39,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Managing Agency Agreement Considered,HKG::FIN_A_40,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 4 of the Income-tax Act,HKG::FIN_A_12,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 4 of the Income-tax Act,HKG::FIN_A_34,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 4 of the Income-tax Act,HKG::FIN_A_2,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 5 of the Income-tax Act,HKG::FIN_A_4,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 5 of the Income-tax Act,HKG::FIN_A_22,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Section 5 of the Income-tax Act,HKG::FIN_A_2,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Dispute Over Excess Profits Tax Assessment,PC::Managing Agency Commission Considered a Debt,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Dispute Over Excess Profits Tax Assessment,"PC::Rule 5 of Schedule II of the Excess Profits Tax Act, 1940","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Dispute Over Excess Profits Tax Assessment,HKG::FIN_A_101,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Dispute Over Excess Profits Tax Assessment,HKG::GST_58,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Managing Agency Commission Considered a Debt,"PC::Rule 2 of Schedule II of the Excess Profits Tax Act, 1940","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Managing Agency Commission Considered a Debt,HKG::PSI_24,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Rule 5 of Schedule II of the Excess Profits Tax Act, 1940",HKG::GST_174,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
"PC::Rule 2 of Schedule II of the Excess Profits Tax Act, 1940",HKG::GST_174,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appeal Filed Against Sales Tax Assessment,PC::Amendment to Section 22 Affects Right of Appeal,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Appeal Filed Against Sales Tax Assessment,HKG::FIN_A_101,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appeal Filed Against Sales Tax Assessment,HKG::GST_58,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Amendment to Section 22 Affects Right of Appeal,PC::Right of Appeal Considered Substantive,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Amendment to Section 22 Affects Right of Appeal,HKG::MB_AMD_3,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Amendment to Section 22 Affects Right of Appeal,HKG::FIN_A_4,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Amendment to Section 22 Affects Right of Appeal,HKG::FIN_A_6,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Right of Appeal Considered Substantive,PC::Old Law Governs Pre-existing Right of Appeal,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Right of Appeal Considered Substantive,HKG::EPF_AT_29,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Old Law Governs Pre-existing Right of Appeal,HKG::EPF_AT_29,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Bombay Sales Tax Act Declared Ultra Vires,PC::Writ of Mandamus Issued Against State,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Fundamental Rights Allegation Considered,PC::Article 14 of the Constitution of India,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Definition of Sale Found Overly Broad,PC::Article 286 of the Constitution of India,"{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Tax Imposed on Exempted Sales,PC::Article 19(1)(g) of the Constitution of India,"{'type': 'Violates', 'source_graph': 'PC_Criminal'}"
PC::Detention of Petitioners Challenged,PC::Remand Order Expired,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Remand Order Expired,PC::No Valid Remand Order on 10th March,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::No Valid Remand Order on 10th March,PC::Legality of Detention Considered,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Withdrawal of Assets from Business,PC::No Income Arising from Asset Transfer,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Appellant Maintained Cost Price Accounting,PC::Income-tax Act prohibits taxation of potential future advantage,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Appellant Maintained Cost Price Accounting,HKG::BONUS_RULES_4,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appellant Maintained Cost Price Accounting,HKG::BTC_105,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Appellant Maintained Cost Price Accounting,HKG::BTC_194,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Income-tax Act prohibits taxation of potential future advantage,HKG::FIN_A_2,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Income-tax Act prohibits taxation of potential future advantage,HKG::FIN_A_189,"{'type': 'SAME_PROVISION', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Jurisdiction of Income-tax Officer Challenged,PC::Assessment Prior to Constitution Questioned,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Jurisdiction of Income-tax Officer Challenged,PC::Article 226 of the Constitution of India,"{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Jurisdiction of Income-tax Officer Challenged,HKG::IEA_41,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Jurisdiction of Income-tax Officer Challenged,HKG::FIN_A_2,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Jurisdiction of Income-tax Officer Challenged,HKG::FIN_A_189,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Assessment Prior to Constitution Questioned,PC::Proviso to Section 13 of Indian Finance Act Discussed,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Assessment Prior to Constitution Questioned,HKG::FIN_A_101,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Assessment Prior to Constitution Questioned,HKG::GST_58,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Proviso to Section 13 of Indian Finance Act Discussed,"PC::Section 13 of the Indian Finance Act, 1950","{'type': 'Complies With', 'source_graph': 'PC_Criminal'}"
PC::Retrospective Operation of Law Contested,PC::Article 277 of Constitution Considered,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Retrospective Operation of Law Contested,HKG::MEPS_16,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Retrospective Operation of Law Contested,HKG::FIN_A_128,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Hindu Undivided Family Conducted Business,PC::Assessment Year in Question 1943-44,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Hindu Undivided Family Conducted Business,HKG::LIM_50,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Hindu Undivided Family Conducted Business,HKG::FIN_A_153C,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Assessment Year in Question 1943-44,PC::Mysore Branch Purchased Goods from Bombay and Madras,"{'type': 'Depends On', 'source_graph': 'PC_Criminal'}"
PC::Assessment Year in Question 1943-44,HKG::FIN_A_101,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
PC::Assessment Year in Question 1943-44,HKG::GST_58,"{'type': 'REFERENCES_STATUTE', 'source_graph': 'BRIDGE', 'weight': 1.0, 'via': 'direct_match'}"
