node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Change of Selection Criteria After Process Commenced,CaseFact,Change of Selection Criteria After Process Commenced,PC_Labour,pc,Change of Selection Criteria After Process Commenced,,,,,,,,
PC::High Court Modified Tribunal Order,LegalProvision,High Court Modified Tribunal Order,PC_Labour,pc,High Court Modified Tribunal Order,,,,,,,,
PC::Termination Letters Issued to Appellants,CaseFact,Termination Letters Issued to Appellants,PC_Labour,pc,Termination Letters Issued to Appellants,,,,,,,,
PC::Dispute Over Seniority Between Direct Recruits and Promotees,CaseFact,Dispute Over Seniority Between Direct Recruits and Promotees,PC_Labour,pc,Dispute Over Seniority Between Direct Recruits and Promotees,,,,,,,,
PC::Court Found Quota Rule Applies at Time of Confirmation,LegalProvision,Court Found Quota Rule Applies at Time of Confirmation,PC_Labour,pc,Court Found Quota Rule Applies at Time of Confirmation,,,,,,,,
PC::Promotion Criteria Based on Confirmation Date,CaseFact,Promotion Criteria Based on Confirmation Date,PC_Labour,pc,Promotion Criteria Based on Confirmation Date,,,,,,,,
PC::Government Relaxed Experience Requirement for Promotion,CaseFact,Government Relaxed Experience Requirement for Promotion,PC_Labour,pc,Government Relaxed Experience Requirement for Promotion,,,,,,,,
PC::High Court Directed Preparation of Seniority List According to Previous Judgment,CaseFact,High Court Directed Preparation of Seniority List According to Previous Judgment,PC_Labour,pc,High Court Directed Preparation of Seniority List According to Previous Judgment,,,,,,,,
PC::Petitioner Seeks Writ of Mandamus,CaseFact,Petitioner Seeks Writ of Mandamus,PC_Labour,pc,Petitioner Seeks Writ of Mandamus,,,,,,,,
PC::Hate Speeches During Election Campaign,CaseFact,Hate Speeches During Election Campaign,PC_Labour,pc,Hate Speeches During Election Campaign,,,,,,,,
PC::Public Interest Litigation Dismissed,CaseFact,Public Interest Litigation Dismissed,PC_Labour,pc,Public Interest Litigation Dismissed,,,,,,,,
PC::Court Found Existing Laws Address Issues,CaseFact,Court Found Existing Laws Address Issues,PC_Labour,pc,Court Found Existing Laws Address Issues,,,,,,,,
PC::Article 32 of the Constitution,LegalProvision,Article 32 of the Constitution,PC_Labour,pc,Article 32 of the Constitution,,,,,,,,
PC::Petitioner Claims Infringement of Fundamental Rights,CaseFact,Petitioner Claims Infringement of Fundamental Rights,PC_Labour,pc,Petitioner Claims Infringement of Fundamental Rights,,,,,,,,
PC::Discriminatory Legislation Alleged,CaseFact,Discriminatory Legislation Alleged,PC_Labour,pc,Discriminatory Legislation Alleged,,,,,,,,
PC::Mismanagement of Company Established,CaseFact,Mismanagement of Company Established,PC_Labour,pc,Mismanagement of Company Established,,,,,,,,
PC::Government Intervention Justified by Circumstances,CaseFact,Government Intervention Justified by Circumstances,PC_Labour,pc,Government Intervention Justified by Circumstances,,,,,,,,
PC::Detention Order Challenged,LegalProvision,Detention Order Challenged,PC_Labour,pc,Detention Order Challenged,,,,,,,,
PC::Preventive Detention Act Applicable,LegalProvision,Preventive Detention Act Applicable,PC_Labour,pc,Preventive Detention Act Applicable,,,,,,,,
PC::Rights Under Article 19 Allegedly Infringed,LegalProvision,Rights Under Article 19 Allegedly Infringed,PC_Labour,pc,Rights Under Article 19 Allegedly Infringed,,,,,,,,
PC::Article 19 of the Constitution of India,LegalProvision,Article 19 of the Constitution of India,PC_Labour,pc,Article 19 of the Constitution of India,,,,,,,,
PC::Legality of Detention Order Debated,LegalProvision,Legality of Detention Order Debated,PC_Labour,pc,Legality of Detention Order Debated,,,,,,,,
PC::Article 32 of the Constitution of India,LegalProvision,Article 32 of the Constitution of India,PC_Labour,pc,Article 32 of the Constitution of India,,,,,,,,
PC::Detention Order Issued,LegalProvision,Detention Order Issued,PC_Labour,pc,Detention Order Issued,,,,,,,,
PC::Grounds for Detention Found Vague,CaseFact,Grounds for Detention Found Vague,PC_Labour,pc,Grounds for Detention Found Vague,,,,,,,,
PC::Detained Person Challenged Detention,CaseFact,Detained Person Challenged Detention,PC_Labour,pc,Detained Person Challenged Detention,,,,,,,,
PC::High Court Found Violation of Fundamental Rights,CaseFact,High Court Found Violation of Fundamental Rights,PC_Labour,pc,High Court Found Violation of Fundamental Rights,,,,,,,,
"PC::Preventive Detention Act, 1950",LegalProvision,"Preventive Detention Act, 1950",PC_Labour,pc,"Preventive Detention Act, 1950",,,,,,,,
PC::Article 22 of the Constitution of India,LegalProvision,Article 22 of the Constitution of India,PC_Labour,pc,Article 22 of the Constitution of India,,,,,,,,
PC::Petitioner Challenged Selection Process,CaseFact,Petitioner Challenged Selection Process,PC_Labour,pc,Petitioner Challenged Selection Process,,,,,,,,
PC::Communal Reservation Rule Applied in Selection,LegalProvision,Communal Reservation Rule Applied in Selection,PC_Labour,pc,Communal Reservation Rule Applied in Selection,,,,,,,,
PC::Petitioner Ineligible Due to Caste,CaseFact,Petitioner Ineligible Due to Caste,PC_Labour,pc,Petitioner Ineligible Due to Caste,,,,,,,,
PC::Court Found Reservation Rule Violated Fundamental Rights,LegalProvision,Court Found Reservation Rule Violated Fundamental Rights,PC_Labour,pc,Court Found Reservation Rule Violated Fundamental Rights,,,,,,,,
PC::Shop Owner Convicted for Violating Close Day Regulation,LegalProvision,Shop Owner Convicted for Violating Close Day Regulation,PC_Labour,pc,Shop Owner Convicted for Violating Close Day Regulation,,,,,,,,
PC::Son Assisted in Running Shop,CaseFact,Son Assisted in Running Shop,PC_Labour,pc,Son Assisted in Running Shop,,,,,,,,
PC::High Court Upheld Conviction for Non-compliance,CaseFact,High Court Upheld Conviction for Non-compliance,PC_Labour,pc,High Court Upheld Conviction for Non-compliance,,,,,,,,
"PC::Section 7(1) of the Punjab Trade Employees Act, 1940",LegalProvision,"Section 7(1) of the Punjab Trade Employees Act, 1940",PC_Labour,pc,"Section 7(1) of the Punjab Trade Employees Act, 1940",,,,,,,,
PC::Plaintiff Dismissed from Service,CaseFact,Plaintiff Dismissed from Service,PC_Labour,pc,Plaintiff Dismissed from Service,,,,,,,,
PC::Charges Against Plaintiff Found Proved,CaseFact,Charges Against Plaintiff Found Proved,PC_Labour,pc,Charges Against Plaintiff Found Proved,,,,,,,,
PC::Plaintiff Filed Suit for Illegal Dismissal,CaseFact,Plaintiff Filed Suit for Illegal Dismissal,PC_Labour,pc,Plaintiff Filed Suit for Illegal Dismissal,,,,,,,,
PC::Trial Court Found Suspension Resolution Invalid,CaseFact,Trial Court Found Suspension Resolution Invalid,PC_Labour,pc,Trial Court Found Suspension Resolution Invalid,,,,,,,,
PC::High Court Found Suspension Resolution Valid,CaseFact,High Court Found Suspension Resolution Valid,PC_Labour,pc,High Court Found Suspension Resolution Valid,,,,,,,,
PC::Heirs Filed Appeal Against High Court Decision,CaseFact,Heirs Filed Appeal Against High Court Decision,PC_Labour,pc,Heirs Filed Appeal Against High Court Decision,,,,,,,,
PC::Plaintiff Died During Appeal,CaseFact,Plaintiff Died During Appeal,PC_Labour,pc,Plaintiff Died During Appeal,,,,,,,,
"PC::Section 71 of U.P. District Boards Act, 1922",LegalProvision,"Section 71 of U.P. District Boards Act, 1922",PC_Labour,pc,"Section 71 of U.P. District Boards Act, 1922",,,,,,,,
"PC::Section 90 of U.P. District Boards Act, 1922",LegalProvision,"Section 90 of U.P. District Boards Act, 1922",PC_Labour,pc,"Section 90 of U.P. District Boards Act, 1922",,,,,,,,
PC::Petitioner Seeks Quashing of Allotment Orders,CaseFact,Petitioner Seeks Quashing of Allotment Orders,PC_Labour,pc,Petitioner Seeks Quashing of Allotment Orders,,,,,,,,
PC::House Allotted for Children's School,CaseFact,House Allotted for Children's School,PC_Labour,pc,House Allotted for Children's School,,,,,,,,
PC::Petitioner Claims House for Personal Use,CaseFact,Petitioner Claims House for Personal Use,PC_Labour,pc,Petitioner Claims House for Personal Use,,,,,,,,
PC::Forcible Possession Taken by Authorities,CaseFact,Forcible Possession Taken by Authorities,PC_Labour,pc,Forcible Possession Taken by Authorities,,,,,,,,
PC::Petitioner Lost Right to Possession,CaseFact,Petitioner Lost Right to Possession,PC_Labour,pc,Petitioner Lost Right to Possession,,,,,,,,
"PC::Mysore House Rent and Accommodation Control Order, 1948",LegalProvision,"Mysore House Rent and Accommodation Control Order, 1948",PC_Labour,pc,"Mysore House Rent and Accommodation Control Order, 1948",,,,,,,,
PC::Article 31(2) of the Constitution of India,LegalProvision,Article 31(2) of the Constitution of India,PC_Labour,pc,Article 31(2) of the Constitution of India,,,,,,,,
PC::Article 19(1)(f) of the Constitution of India,LegalProvision,Article 19(1)(f) of the Constitution of India,PC_Labour,pc,Article 19(1)(f) of the Constitution of India,,,,,,,,
PC::Dismissal of Employees Challenged,CaseFact,Dismissal of Employees Challenged,PC_Labour,pc,Dismissal of Employees Challenged,,,,,,,,
PC::Industrial Dispute Recognized,CaseFact,Industrial Dispute Recognized,PC_Labour,pc,Industrial Dispute Recognized,,,,,,,,
PC::Reinstatement Ordered by Tribunal,CaseFact,Reinstatement Ordered by Tribunal,PC_Labour,pc,Reinstatement Ordered by Tribunal,,,,,,,,
PC::High Court Dismissed Municipality Petition,CaseFact,High Court Dismissed Municipality Petition,PC_Labour,pc,High Court Dismissed Municipality Petition,,,,,,,,
PC::Workers Stopped Work for Solar Eclipse Holiday,CaseFact,Workers Stopped Work for Solar Eclipse Holiday,PC_Labour,pc,Workers Stopped Work for Solar Eclipse Holiday,,,,,,,,
PC::Management Declared Strike Illegal,CaseFact,Management Declared Strike Illegal,PC_Labour,pc,Management Declared Strike Illegal,,,,,,,,
PC::Workers Entitled to Holidays with Pay,CaseFact,Workers Entitled to Holidays with Pay,PC_Labour,pc,Workers Entitled to Holidays with Pay,,,,,,,,
PC::Adjudicator Reduced Punishment for Strike,CaseFact,Adjudicator Reduced Punishment for Strike,PC_Labour,pc,Adjudicator Reduced Punishment for Strike,,,,,,,,
PC::Tribunal Found Stoppage Did Not Amount to Strike,CaseFact,Tribunal Found Stoppage Did Not Amount to Strike,PC_Labour,pc,Tribunal Found Stoppage Did Not Amount to Strike,,,,,,,,
PC::Court Found Stoppage Constituted Illegal Strike,CaseFact,Court Found Stoppage Constituted Illegal Strike,PC_Labour,pc,Court Found Stoppage Constituted Illegal Strike,,,,,,,,
PC::Ciliation Proceedings Commenced,CaseFact,Ciliation Proceedings Commenced,PC_Labour,pc,Ciliation Proceedings Commenced,,,,,,,,
PC::Strike Declared Illegal,CaseFact,Strike Declared Illegal,PC_Labour,pc,Strike Declared Illegal,,,,,,,,
PC::Ciliation Proceedings Not Participated By Union,CaseFact,Ciliation Proceedings Not Participated By Union,PC_Labour,pc,Ciliation Proceedings Not Participated By Union,,,,,,,,
PC::Report Submitted Within 14 Days,CaseFact,Report Submitted Within 14 Days,PC_Labour,pc,Report Submitted Within 14 Days,,,,,,,,
PC::Strike Took Place During Ciliation Proceedings,CaseFact,Strike Took Place During Ciliation Proceedings,PC_Labour,pc,Strike Took Place During Ciliation Proceedings,,,,,,,,
"PC::Section 24(1) of the Industrial Disputes Act, 1947",LegalProvision,"Section 24(1) of the Industrial Disputes Act, 1947",PC_Labour,pc,"Section 24(1) of the Industrial Disputes Act, 1947",,,,,,,,
"PC::Section 20(1) of the Industrial Disputes Act, 1947",LegalProvision,"Section 20(1) of the Industrial Disputes Act, 1947",PC_Labour,pc,"Section 20(1) of the Industrial Disputes Act, 1947",,,,,,,,
"PC::Section 20(2)(b) of the Industrial Disputes Act, 1947",LegalProvision,"Section 20(2)(b) of the Industrial Disputes Act, 1947",PC_Labour,pc,"Section 20(2)(b) of the Industrial Disputes Act, 1947",,,,,,,,
PC::Industrial Dispute Arising from Employee Termination,CaseFact,Industrial Dispute Arising from Employee Termination,PC_Labour,pc,Industrial Dispute Arising from Employee Termination,,,,,,,,
PC::Allegation of Victimization in Termination,CaseFact,Allegation of Victimization in Termination,PC_Labour,pc,Allegation of Victimization in Termination,,,,,,,,
PC::Tribunal Found Termination Improper,CaseFact,Tribunal Found Termination Improper,PC_Labour,pc,Tribunal Found Termination Improper,,,,,,,,
"PC::Section 10 of the Industrial Disputes Act, 1947",LegalProvision,"Section 10 of the Industrial Disputes Act, 1947",PC_Labour,pc,"Section 10 of the Industrial Disputes Act, 1947",,,,,,,,
PC::Employees Ordered to be Reinstated with Back Pay,CaseFact,Employees Ordered to be Reinstated with Back Pay,PC_Labour,pc,Employees Ordered to be Reinstated with Back Pay,,,,,,,,
PC::Pandas Claim Right to Enter Temple,CaseFact,Pandas Claim Right to Enter Temple,PC_Labour,pc,Pandas Claim Right to Enter Temple,,,,,,,,
PC::High Court Found No Immorial Usage Established,CaseFact,High Court Found No Immorial Usage Established,PC_Labour,pc,High Court Found No Immorial Usage Established,,,,,,,,
PC::Pandas Assist Pilgrims in Worship,CaseFact,Pandas Assist Pilgrims in Worship,PC_Labour,pc,Pandas Assist Pilgrims in Worship,,,,,,,,
PC::Temple Management Disputes Pandas Rights,CaseFact,Temple Management Disputes Pandas Rights,PC_Labour,pc,Temple Management Disputes Pandas Rights,,,,,,,,
PC::High Court Dismissed Plaintiffs Appeal,CaseFact,High Court Dismissed Plaintiffs Appeal,PC_Labour,pc,High Court Dismissed Plaintiffs Appeal,,,,,,,,
PC::Pandas Allowed to Accept Gifts Under Certain Conditions,CaseFact,Pandas Allowed to Accept Gifts Under Certain Conditions,PC_Labour,pc,Pandas Allowed to Accept Gifts Under Certain Conditions,,,,,,,,
"PC::Shri Badrinath Temple Act, 1939",LegalProvision,"Shri Badrinath Temple Act, 1939",PC_Labour,pc,"Shri Badrinath Temple Act, 1939",,,,,,,,
PC::Section 25(1)(m) of Shri Badrinath Temple Act,LegalProvision,Section 25(1)(m) of Shri Badrinath Temple Act,PC_Labour,pc,Section 25(1)(m) of Shri Badrinath Temple Act,,,,,,,,
PC::Bye-law 8 of Puja Bye-laws,CaseFact,Bye-law 8 of Puja Bye-laws,PC_Labour,pc,Bye-law 8 of Puja Bye-laws,,,,,,,,
PC::Charge-sheet Filed for Breach of Award,CaseFact,Charge-sheet Filed for Breach of Award,PC_Labour,pc,Charge-sheet Filed for Breach of Award,,,,,,,,
PC::First Respondent Claimed No Industrial Dispute,CaseFact,First Respondent Claimed No Industrial Dispute,PC_Labour,pc,First Respondent Claimed No Industrial Dispute,,,,,,,,
PC::High Court Quashed Criminal Proceedings,CaseFact,High Court Quashed Criminal Proceedings,PC_Labour,pc,High Court Quashed Criminal Proceedings,,,,,,,,
PC::Government Lacked Jurisdiction for Reference,CaseFact,Government Lacked Jurisdiction for Reference,PC_Labour,pc,Government Lacked Jurisdiction for Reference,,,,,,,,
PC::Industrial Tribunal Found Dispute Existed,CaseFact,Industrial Tribunal Found Dispute Existed,PC_Labour,pc,Industrial Tribunal Found Dispute Existed,,,,,,,,
PC::Award Binding on Management and Workers,CaseFact,Award Binding on Management and Workers,PC_Labour,pc,Award Binding on Management and Workers,,,,,,,,
PC::Industrial Dispute Over Alleged Victimisation,CaseFact,Industrial Dispute Over Alleged Victimisation,PC_Labour,pc,Industrial Dispute Over Alleged Victimisation,,,,,,,,
PC::Award Pronounced After Expiry of Original Time Limit,CaseFact,Award Pronounced After Expiry of Original Time Limit,PC_Labour,pc,Award Pronounced After Expiry of Original Time Limit,,,,,,,,
PC::Government Extended Time for Award,CaseFact,Government Extended Time for Award,PC_Labour,pc,Government Extended Time for Award,,,,,,,,
PC::Court Found Award Valid Under General Clauses Act,LegalProvision,Court Found Award Valid Under General Clauses Act,PC_Labour,pc,Court Found Award Valid Under General Clauses Act,,,,,,,,
PC::Conciliation Proceedings Commenced,CaseFact,Conciliation Proceedings Commenced,PC_Labour,pc,Conciliation Proceedings Commenced,,,,,,,,
PC::Employees Went on Strike,CaseFact,Employees Went on Strike,PC_Labour,pc,Employees Went on Strike,,,,,,,,
PC::Conciliation Officer Failed to Submit Report Timely,CaseFact,Conciliation Officer Failed to Submit Report Timely,PC_Labour,pc,Conciliation Officer Failed to Submit Report Timely,,,,,,,,
PC::Conviction of Union Leaders for Instigating Strike,CaseFact,Conviction of Union Leaders for Instigating Strike,PC_Labour,pc,Conviction of Union Leaders for Instigating Strike,,,,,,,,
PC::Appeal Pending Before Appellate Tribunal,CaseFact,Appeal Pending Before Appellate Tribunal,PC_Labour,pc,Appeal Pending Before Appellate Tribunal,,,,,,,,
